id;description;C2A
882677785103979;braucht Deutschland so viele Maetzger?;FALSE
1007137145991375;"Nicht verwunderlich, da dieser ""Außenminister"" zur üblichen Negativ-Auslese ""unserer"" transatlantisch bestallten Nomenklatura gehört.

Man kann davon ausgehen, dass dieser ""gute"" Mann das deutsche Volk nicht nur weiter belügt und betrügt, sondern die Jugend -wie bisher- auch noch auf die Schlachtbank für die Interessen irgendwelcher US-Oligarchen und ihrer obärmlichen Marionette hetzen wird.";FALSE
882999125071845;Ausschreitungen gibt es nur bei der ANTIFA !!!;FALSE
991262284245528;Kein live stream?;FALSE
1010225035682586;Liebe Frau Spielmann, Angst ist kein guter Ratgeber. Das spricht nicht gegen Achtsamkeit. Ich verstehe, dass Sie Angst haben. Aber versuchen Sie bitte, sich nicht nur von Angst leiten zu lassen. Herzliche Grüße :);FALSE
887989051239519;Min Deutschland fühlen sich alle noch sicher, Frage ist Wielange. Wegschauen bringt nichts;FALSE
874470262591398;Walter Kirzi ,tut mir leid das ich Ansprüche an die Orga setzte. Du bist wohl einer der Spasten die nicht verstehen. Dass grade vor 17 minuten der Eintrag noch viele Rechtschreibfehler bzw Tippfehler hatte. Ich habe das bemängelt.  Schlimm wie kann ich nur.;FALSE
1010246582347098;Der Tag,an.dem die öffentlich-rechtlichen Medien objektiv über PEGIDA berichten ,wird sein,wenn wir keine GEZ mehr bezahlen brauchen. ......;FALSE
1010734868964936;https://www.change.org/p/bundespräsident-bundestag-einführung-der-mehrheitswahl-an-stelle-der-bisherigen-verhältniswahl?recruiter=386587312&utm_source=share_petition&utm_medium=email&utm_campaign=share_email_responsive;FALSE
1012898275415262;Oskar , erstens ist Pegida nicht gegen den Islam sondern lediglich dagegen das islamische ( jegliche) Glaubenskriege auf deutschem Boden ausgetragen werden.  Zweitens ist der Islam eine Glaubensrichtung und keine Rasse.  Vieleicht solltest du dich einfach mal mit  Religionen und Rassen beschäftigen um mitreden zu können. Das eine hat mit dem anderen nichts zu tun.  Es gibt weisse Islamisten, schwarze Christen oder auch budistische Mongolen...  Es geht um radikale Auslegung von Glaubensrichtungen...völlig Rassenunabhängig !;FALSE
1064176563620766;Was ist das für ein roter Punkt in Brandenburg?;FALSE
1105808606124228;Fredi Meyer ja auch!;FALSE
985365344835222;Super ??????.  Bin stolz auf euch alle. Liebe Grüße aus Bayern. Bin in Gedanken und mit dem Herzen bei Euch ??;FALSE
855000191205072;Geb ich dir Recht und bitte die Auswahl der Redner richtig treffen... Keine fehler mehr machen;FALSE
882734951764929;entschuldige,dass ich das sage,aber diese leute haben unsere menschichkeit u toleranz jahrzehnte nach strich u faden benutzt u uns gleichzeitig mit scheiße beworfen,in dem sie uns bei sich jeder sich bietender gelegenheit,als nazis defamiert haben.sie haben es überzogen u nun kommt gegendruck(aktion-reaktion) die machen mit uns was sie wollen(gruppenvergewaltigungen in skandinavien) u kommen bei gericht damit durch...hör endlich auf zu jodeln,wenn da einer den löffel abgibt,du naivling!es wird nicht friedlich bleiben,oder glaubst du,die muslime hier schauen zu?;TRUE
855110294527395;und solche wie volker sind die ersten die dann jammern wenn es um seinen kragen geht, dann um hilfe rufen;FALSE
960876987284058;Ihr könnt sagen was ihr wollt.Komischerweise haben wir das Problem,erst seit der Ukraine,Pegida,TTIP,Griechenland und den Zerfallserscheinungen der Euro-Zone.Anscheinend ist ein Punkt erreicht,an dem sogar durch noch größere Lügen,der desolate Zustand der Euro-Zone ,schön zu reden ist.Also setzt man auf das altbewährte System,das Volk zu beschäftigen,und vor den wahren Zuständen abzulenken. Oder ist es nicht seltsam ,dass ausgerechnet jetzt soviele kommen,wobei 80%keinen Asylgrund haben.Ich seh nur gutgelaunte,muskulöse Neger rumlaufen.Wenn die einen Leidensweg gehabt haben,sind sie aber gut verpflegt worden.Diese Sache hat System.;FALSE
1056747427697013;Das Bild passt,alles Vollpfosten und wenn ich Warze Fatma roth sehe,dann sehe ich auch roth,alles taugenichts auf dem foto;FALSE
945837645454659;"Offensichtlich wollen nichtmal seinesgleichen mit Gott reden, so dass er sich hier Beachtung sucht... :D Vielleicht hätte er es besser mal mit ""Allah"" versuchen sollen... ;)";FALSE
991315900906833;"im ""links-versifften"" Bremen ist es noch schwierig, aber auch hier werden  die pro-Pegida-Stimmen mehr und lauter.";FALSE
855057751199316;Zum aktuellen Tagesgeschehen hab ich mal ein kleines Bild gebastelt...;FALSE
876579365713821;Hoffentlich wird Deutschland zugeschüttet ist ohnehin voll scheisse das system hier. Chancengleichheit gibts ganz besonders hier nicht. Alles Elitär gestaltet für wenige Glückliche, der Rest darf von Hartz dahinvegetieren aber wehe man spricht das aus dann wird man noch als undankbarer Schmarotzer hingestellt echt ein beschissen pervertiertes System . :( :( :(;FALSE
982644665107290;könnte man auch mit einer Heuschreckenplage in Australien vergleichen;FALSE
1095902447114844;Hat funktioniert. Sie WIRD geöffnet. Eben in den Nachrichten gehört.;FALSE
1056936024344820;das Schlepper-taxi wird  mit dem schiff geliefert;FALSE
876627109042380;Hans Reinhard, klasse geschrieben.;FALSE
1043681942336895;DEUTSCHLAND  die NEUE ZONE --Rechtsfreie Europazone--  Auf die STRASSE gegen diese PSEUDODEMOKRATIE  gegen rotrotgrüne Terroristen und Schmarotzer;TRUE
945913015447122;"hätte gerne geschrieben: Komm zu uns, Jenny. Allerdings nimmt es hier auch schon überhand. Gerade saniert man hier 2 leerstehende Hochhäuser für die ""Fachkräfte"". Fassungsvermögen ca. 1000 Personen :(  Und wir haben schon ca. 2500 reingepresst bekommen.";FALSE
977053892333034;"Carl Friedrich von Weizsäcker:""Der typische Deutsche verteidige sich erst dann, wenn er nichts mehr habe, was sich zu verteidigen lohne"".";FALSE
982637918441298;"Das es an der ungarischen Grenze gerade unter Alloha Snackbar Rufen eskaliert, läuft ja auf jedem Kanal und steht überall. 

Am Montag warnte Siegfried Daebritz in seiner Rede vor Zuständen dieser Art und die #Journaille beschimpfte dies als ""wirr"", so schnell holt die Realität die #Naivmenschen eben ein. 

#PEGIDA #AufDieStraße #GrenzenRICHTIGSichern";TRUE
985355744836182;Super ??????;FALSE
855136954524729;sehr schön.endlich eine nachricht wie es weitergeht.;FALSE
1035477629823993;Lieber Efe Zehir es werden mehr und mehr. Du denkst der Rest schläft, aber das sieht nur so aus.;FALSE
1111868078851614;"Anja Lindner : Sie haben ja Recht, aber momentanes Recht ist es eben, dass dem Gesochs monatlich 350 Euronen an Taschengeld (für's Nichts-Tun"") zustehen - dazu kann man stehen, wie man will.

Und zum Thema ""Arbeiten gehen"" folgendes: 
   Was wir derzeit importieren, sind nicht nur ""ethnische"", also kulturelle und religiöse Konflikte, sondern auch eine ""industrielle Reservearmee"", für die es keine Beschäftigung gibt und keine geben wird, das Lumpenproletariat von morgen und übermorgen. 

In diesem Sinne: Über'm Äuator lacht die Sonne und über Deutschland lacht die ganze Welt.

Gruß von den Philippinen!";FALSE
1011337092238047;Da kann ich nur sagen ...du hast wohl noch nie versucht obdachlosen zu helfen...oder? Denn diese wollen grossteils ihr eigenes Ding machen ohne fremde Hilfe weil sie sich sogar für ihre Misere schämen. ..leider! Versuch mal dagegen Asylanten zu helfen....die kriegen den Hals nämlich gar nicht voll genug....obdachlose sind dankbar für speisen und Getränke. ...die Asylanten wollen nur Geld mehr nicht...;FALSE
1152508841454204;Unfassbar illegal! Arbeiterwohlfahrt ? Pfui Deibel ! ??;FALSE
855051141199977;also wissen wir woran wir sind. Deutschland ist unterwandert :(;FALSE
982766781761745;Vielen, vielen Dank Ungarn! Ihr seid so toll und konsequent.;FALSE
1134197456618676;Ich glaube nach Köln haben zumindest ca. 1000 Frauen genau das getan. Ungewollt. Und die haben die Schnauze gestrichen voll.;FALSE
1134112789960476;Nein danke.;FALSE
945873008784456;Ohne worte.wir deutsche schaffen uns selber ab. Immer rein mit dem kriminen.viehzeug.;FALSE
982691515102605;Ich bin bin bereit.;FALSE
1134201909951564;Das will keiner und die gehören in ihr Land und dort sollen sie bleiben;FALSE
1035355203169569;Ich bin beeindruckt von euch bei der Kälte , ist aber wohl nichts gegen die Kälte die uns die Regierigen aus Berlin spüren lassen , diese Scheindemokraten in ihrer pseudo Regierung . Ihr seid wundervoll ????????????????????;FALSE
945832945455129;alle länder wehren sich gegen die zwangsislamisierung nur deutschland sagt immer ja und aber.;FALSE
925418180829939;https://www.come-on.de/luedenscheid/sexuelle-belaestigung-polizei-fahndet-nach-taeter-5056707.html muss ein Einzelfall sein;FALSE
1012236578814765;Vollpfosten die elenden...????????;FALSE
1112027692168986;Dieter Blank ahja, nur weil wir hier friedlich leben wollen und nicht wollen, dass es noch schlimmer wird, sind wir also blöd. wirklich tolle logik. wenn ich sehe, dass ein herr maas die strafe für mord weiter runter setzen will, geht mir das messer in der tasche auf. ein menschenleben ist hier also nichts mehr wert ... schon allein deswegen werde ich die afd wählen... unsere gesetze und strafen sind eh schon jetzt viel zu lasch .. die müssen dringend verschärft werden, damit die täter nicht lachend aus dem gerichtssaal laufen... http://www.epochtimes.de/politik/deutschland/koelner-bdk-bezirksvorsitzender-taeter-lachen-sich-kaputt-ueber-deutsche-justiz-a1297719.html;TRUE
945366755501748;Wenn diese Fahrten so wichtig sind,  warum sind dann die Politiker mitgefahren?  Mussten die Rasenmähen?;FALSE
877120868993004;Na die Fachkräfte kennt man ja. Drogendealer, Frauenschläger und ähnliches Gesockse;FALSE
982774601760963;tja, mehr Nationalstaaten - dann wirds auch wieder mehr Krieg geben - vielleicht bist du bald der Flüchtling :-D;FALSE
1012944748743948;"Diskriminiert das Wort Rotfaschisten Rothaarige? Ich fühle mich angegriffen #thatsracist ;)";FALSE
1152564658115289;Anke Rossburger das ist mir bewusst aber Mitglieder der AfD als Rassisten zu bezeichnen und das wahrscheinlich ohne Hintergrundwissen find ich schon ist ziemlich nah an der Volksverhetzung. Und damit zu drohen das Afd Mitglieder oder Anhänger ihren Job verlieren nur weil sie deren Meinung vertreten ist arm oder sagen wir eher erbärmlich.;FALSE
945415275496896;Das nennt man dann Lobbyismus;FALSE
1069093209795768;Und ich habe noch nie rot oder Grün gewählt!;FALSE
1112236108814811;Wem es nicht passt - einfach zurück in die Heimat!;FALSE
882695378435553;Mit einem kriminellen? Bist Du von der Polizei oder Richterin? Warst Du dabei? Da ist ein Mensch ermordet worden, ob der jetzt ein Anrecht auf Asyl hatte oder nicht oder ob ich gut finde das der nach Deutschland gekommen ist steht auf einem andern Blatt Papier.;FALSE
862062843832140;"Gehören wir zu den ""gewissen Leuten"", deren Freiheit genommen wurde, bald soll oder bereits ist? Ich fordere alle Leser der SZ auf, dieses Verhalten dieser Zeitung kritisch zu hinterfragen. Selbst diejenigen, die heute auf der Pegida-Gegenseite stehen und sich über das mediale Wohlwollen freuen, sollten sich ernsthaft fragen, ob sie irgendwann mal auch zu den ""gewissen Leuten"" gehören werden.";TRUE
945874355450988;Wenn die erstmal schwimmen gelernt haben, werden die auch außerhalb der Nichtschwimmerzonen, Frauen und junge Mädels belästigen können!;FALSE
888478637857227;"Bisher hab ich PEGIDA eigentlich immer ideologisch unterstützt, wenn aber jetzt extremistische Parteien und Gruppierungen hier als postiv hervorgehoben werden, bin ich stark am Überlegen, ob ich damit richtig lag. Gießt ihr damit nich einfach Öl in das Feuer, das von Eueren Gegnern schon solange geschürt wird?
Klartext: Ich bin keineswegs mit dem Weg dieser Regierungen weltweit konform. Aber ich bin ganz klar gegen jede Form des Extremismus! Und ebenso auch gegen die Verherrlichung derselben!";FALSE
945369375501486;Der ist echt gut!!??;FALSE
1063263567045399;Matthias Leibiger es soll ja noch mindestens eine Million dieses Jahr in Deutschland einreisen,und dann noch irgendwann der Familiennachzug !Und dann kommt erst das richtige Chaos zum tragen !Das gibt noch einen!;FALSE
951538991551191;Kurzfristig unterbringen kommt juut;FALSE
862199050485186;Doch jede Woche. Na das klingt doch super! :-) Frag mich dann auch wo die Medien die Infos herhaben...;FALSE
1134335326604889;Habe shon vielmals gemacht, Frau Merkel ! Glauben Sie mir- ich will nicht mehr.;FALSE
1035101293194960;Danke aus dem Rheinland!;FALSE
1069080116463744;Und die kommen in BW bei Hochrechnungen auf über 30%, wie geht das? Ich kann mir es nicht vorstellen, dass die Schwaben so behämmert sein sollen.;FALSE
935747779796979;Das ist der,der Dir dein leergekifftes Köpfchen abschneidet!;FALSE
982994448405645;Und diese gewaltsamen Menschen wollen in unser Land;FALSE
982639608441129;Freund von mir ist gerade in Ungarn, das hat er mir soeben geschrieben! Die sind so geisteskrank - die machen nicht mal vor ihren eigenen Kindern halt ??;FALSE
1095994800438942;Die Gutmenschen schreiben doch immer das diese Menschen doch nur Sicherheit suchen , daran sieht man auf was sie wirklich aus sind , in ein Land zu kommen wo das Maximum an Geld.- und Sachleistungen abzusahnen ist . Für mich sind die meisten Wirtschaftsflüchtlinge !;FALSE
1007192865985803;Ich weiß nicht warum manche wirklich noch immer so dämlich sind und die scheiße glauben was sie in den Medien hören und sehen. Wie bestes Beispiel das Krankenhaus was die Russen angeblich zerstört haben sollen. Wurde nachgewiesen das war nur Hetze von den Amis. 9/11 bewiesen waren die Amis selbst. Manche raffen einfach nicht das der Amerikaner über Leichen geht. Da ist ihm auch scheiß egal ob fast 3000 Amerikaner getötet werden. Egal wo  Amerika einmarschiert alles durch Lügen und Hilfe der Medien (auch in Deutschland) Vietnam, Irak etc;FALSE
982650635106693;Legale frei verkäufliche Survival-Artikel findest du hier :  kotte-zeller.de.;FALSE
1064028110302278;"Oder anders gesagt, je bunter das jeweilige Land , desto roter ist es bei der Studie eingefärbt . Oder sollte man eher sagen "" desto dümmer sind seine Menschen "" ?";FALSE
1043700345668388;negative Presse?--Mittlerweile weiß es jeder aufgeklärte Bürger,dass man der Lügenpresse keinen Glauben mehr schenken kann--Dass Verhältnis Presse-Regierung--Volk--ist so wie in der DDR--Man glaubt denen einfach nicht mehr und nimmt es allenfalls noch zur Kenntnis;FALSE
1095976923774063;nana die werden belangt von den Vätern und dann ich die regierung verklagen das ich zu sowas gezungen wurde;FALSE
1105404656164623;Kippt 100 Tonnen Gülle auf die Fläche und der Spuk ist vorbei ??;TRUE
1057357900969299;Andersrum wird n Schuh draus... Täglich 10.000 abschieben!!! Selbst dann sind wir erst in 6 Monaten fertig! Unglaublich das ganze;FALSE
1066462050058884;Juliane Ende die geistig behinderte Partei...;FALSE
1043623315676091;Aber was uns nicht tötet macht uns stärker.;FALSE
874452132593211;(Y) Null Problemo!;FALSE
855002777871480;"Hallo Orgateam, super Video! ...macht weiter so ;-) !!!";FALSE
982640165107740;Find ich gut von Ungarn;FALSE
1134091023295986;Ja, das sind unsere laufenden Kosten.;FALSE
1010182402353516;Die Christen bei uns laufen auch nicht ständig mit nem Holzkreuz auf dem Buckel rum. Zumindest sollte der Kopflappen in Schulen verboten werden.;TRUE
855041814534243;Vaga hast nicht gelesen Promis geben auf der anderen Seite ein Konzert . Da wird nichts passieren ,Außer das auf den Straßen Stau herrscht ,.;FALSE
1069070266464729;Muss abschalten, bekomme Brechreitz,  beim Anblick.;FALSE
1111624418875980;"Bislang werden islamfeindlich motivierte Straftaten von der Bundesregierung zwar als Hasskriminalität, nicht aber separat als islambezogen erfasst. Das soll sich zum 1. Januar 2017 ändern.

Bei der Erfassung von politisch motivierter Kriminalität wollen die Innenminister das Oberthema ""Hasskriminalität"" künftig um die Unterkategorie ""islamfeindlich"" erweitern. Denn bislang werden solche Straftaten, die islamfeindlich motiviert sind, nicht als solche erfasst, sondern unter ""Hasskriminalität"" oder auch beispielsweise ""Fremdenfeindlichkeit"" kategorisiert. Auch beispielsweise antiziganistische Straftaten werden bislang nicht als solche erfasst.  http://www.tagesschau.de/inland/islamophobe-straftaten-101.html";FALSE
862009770504114;Ich find Pegida doof.;FALSE
882991455072612;Sollen mal in den eigenen Reihen suchen.;TRUE
882917421746682;"Das Problem erledigt sich von selbst;)";FALSE
945886845449739;Geht mir genauso ,wie kann man nur so verblödet sein !!!      Grüsse aus Mannheim     :);FALSE
1063302350374854;"Welche ""Meinung""? Ist doch nur so ein hirnloser Juso";FALSE
960864720618618;Ahhh ok. Tja..;FALSE
876286442409780;:D;FALSE
1010225505682539;Judith Becker, danke ??!;FALSE
985355538169536;Spitze ????;FALSE
1007158309322592;Noch vieeeeel zu wenig,von der Mörder bande!!;FALSE
1012288765476213;Zumindest haben wir Humor... Pegidas verarschen ist immer noch der schönste Sport;FALSE
945372205501203;Es ist also doch so ... ich erspare mir mal alle weiteren Äußerungen  ... unglaublich;FALSE
1012344265470663;Aus Rücksicht auf die überwältigende Zahl an Christen in Dresden und ganz Deutschland sollte man es sich verkneifen Weihnachtsmärkte umzubenennen!!!!!!!;FALSE
888067897898301;"Schon der Ausdruck ""rechtsEXTREM"" - bezogen auf Le Pen und ihre äußerst erfolgreiche, patriotische Partei - fällt EXTREM zurück auf die (etablierten Medien und Politiker), die ihn extrem propagandistisch benutzen. Diese Zeitgeisthetzer sind die eigentlichen EXTREMEN!";FALSE
876348535736904;Naja - die islamische Fachkraft scheint mir doch eher die geringere Bedrohung zu sein.;FALSE
1064099813628441;"Ich kann zwar euren Dialekt nicht ausstehen und die Kümmelei in eurem Essen ist abartig aber ich bin stolz auf alle Sachsen.
In Mecklenburg passiert ja alles 50 Jahre später aber leider wird es dann zu spät sein...";FALSE
855484754489949;Yeah Überraschungen - verkündet ihr endlich die Abtrennung von Deutschland?;FALSE
855020231203068;"""Dresden – Place to be"" bettelt auf seiner Homepage um Spenden um diese teure Veranstaltung zu finanzieren ;-)";FALSE
1106051099433312;Schweinegülle;FALSE
1012408395464250;Ihr merkt es einfach nicht, wie ihr verarscht werdet  ?????? So ist das halt, wenn man ohne Gehirn Kommentare abgibt ??????;FALSE
1063266650378424;Der Somalier wurde von PEGIDA dazu angestiftet ??;FALSE
945829768788780;Are you Germans ever going to stand up ?;FALSE
876307975740960;ja klar, vielleicht lohndumping-schädlich.!;FALSE
1134244923280596;Möchte wissen ob sie das auch noch sagt, nachdem sie mal von einer Horde dieser Neandertaler durchgeknallten wurde..frag mal die unzähligen Frauen und Mädchen die diesen kriminellen schon zum Opfer gefallen sind.. Ich könnte kotzen..;FALSE
862014480503643;https://www.facebook.com/photo.php?fbid=10203445437237322&set=gm.360277080822080&type=1;FALSE
1010245355680554;FANGEN S?E M?T DER TÜRKE? AN  NATO M?TGL?ED UND MORDET ?N KURD?STAN ... SCHAUEN S?E AN D?E WAENDE  ?N KURD?STAN WAS D?E TÜRK?SCHE M?LL?TAER AN D?E WAENDE SCHRE?BT... ?S?S  CHEF TÜRKE?  MR.. ERDOGAN.;FALSE
1095899500448472;Immer diese Bilder der Invasoren, Gewalt nur Gewalt jeden Tag   und es wird nichts dagegen getan. Ich bin nur noch wütend.;FALSE
1038651359506620;Fazit nach der Sylvesternacht: die Migranten machen lustig weiter. Links dazu könnte man Seitenweise posten.;FALSE
989209647784125;Machen wir doch alles richtig ???? keiner will hier her ??????????;FALSE
1152507544787667;Wer brauch denn so einen unnötigen scheiß Verein wie die AWO?;FALSE
888086767896414;Ich nehme an bei Dir wohnen bis unters Dach Syrer und Nordafrikaner, natürlich vollständig auf Deine Kosten, und Du lebst auf ner Pritsche im Flur während sie sich Deine Wohnung untereinander aufteilen, wie es sich brav katzbuckelnd gehört.;FALSE
1111352755569813;Ja so ist schon mal gut . Nun müssen nur noch die gefunden werden die doppelt abkassieren , mit Fingerabdrücke vieleicht ??;TRUE
935262303178860;alle einknasten;TRUE
862027770502314;Stimmt... wir brauchen die keulen mit der Aufschrift: Dummheit;FALSE
983429358362154;Endlich mal jemand der Stolz auf seine Heimat und seine Familie ist !!! ???? Nachdem eine Anke Schneider enthüllt worden ist, hört man komischer weise keinen Ton mehr von ihr ... gibt ja leider genügend Personen die sich an der gegenwärtigen Situation bereichern möchten !!! Traurig, Traurig, Traurig;FALSE
1064327493605673;von Morgens bis Abends nur noch Sondersendungen über Flüchtlinge, zum kotzen, ich glaube inzwischen sind mehr Deutsche traumatisiert als Flüchtlinge.;FALSE
882683221770102;1:0;FALSE
855226451182446;http://www.themalaysianinsider.com/malaysia/article/malaysia-not-the-church-on-trial-in-allah-case-says-sarawak-bishop;FALSE
985376754834081;und nur so können wir zeigen bzw.das wir ein Deutschland sind und uns dieses auch nich wegnehmen lassen.....wir sind das volk und jeder andere hat sich hier anzupassen ansonsten. ....RAUS;TRUE
982773525094404;Versuchs doch hier in Leipzig mal! Da kommen die Linksfaschisten und haun Dir mit nem Pflasterstein oder nem Böller an den Kopf! Und von unserem Herrn Jung und dem tiefroten Polizeipräsidenten werden die Linksfaschisten auch nochmit Polizei unterstützt!#;FALSE
945959418775815;Is mir schlecht. . .  ! ! ! !;FALSE
1056498551055234;mit sicherheit nicht;FALSE
960870760618014;"Dem Sehofer glaube ich kein Wort 
Er redet nur tut aber nix";FALSE
1063258903712532;und über Nacht wird gebrühtet, wie man das PEGIDA oder der AfD unterjubeln kann !!!;FALSE
985375988167491;Es kam gerade wieder in der (Lügen)Presse, gerade im Osten Deutschlands ist der Hass gegen Ausländer am stärksten ausgeprägt....ich sage, falsch, wir Ossis sind diejenigen, die eher und öfters den Mund aufmachen und ihre Meinung sagen und nicht mit Scheuklappen durch die Gegend laufen;FALSE
1035123166526106;Respekt für Euch Dresdner! Macht weiter so!;TRUE
1105421416162947;WIDERSTAND!;TRUE
960892100615880;Die sollen hier mal noch mehr rein lassen und Europa geht unter :) Freu mich schon auf meine Wunderbare Zukunft.;FALSE
1007140342657722;Ach was Herr Steinmeier,das ist ja mal ganz was neues das ein Staat aus Eigeniteresse in einen Konflikt eingreift. Mir fallen da spontan Vietnam, Korea, Kuweit, Afghanistan, Irak ein und ich habe bestimmt einige vergessen.;FALSE
1007270832644673;Steinmeier lügt hier wieder im Interesse der USA, Syrien hat offiziell Russland um Hilfe gebeten, und zuvor Hatte Syrien und Russland versucht über die UN eine Lösung zu finden, von den Zahlreichen Verstößen des Luftraumes seitens USA Türkei und Israel erst gar nicht zu sprechen!;FALSE
862083083830116;Jetzt erst recht ihr Schwindler;FALSE
1052384821466607;Hoffentlich gibt es da und in anderen Staedten keine Problemen. Die Nerven liegen blank und Deutschland wird langsam zum Pulverfass. Alle sollen auf den Vernunft horen und Friedlich ihre Meinung teilen.;TRUE
982660011772422;wenn die erstmal in Deutschland sind ,würde es mich wundern wenn sie sich hier anders benehmen;FALSE
876329262405498;Pegida richtet sich doch nicht gegen Ausländer, sondern gegen die Islamisierung, das ist ein großer Unterschied.;FALSE
1010235899014833;"Christine Nordmann - Selbst nur 1, sogenannter ""Gefährder"" ist mir schon zuviel! Die gehören nicht zu Deutschland!";FALSE
1111814282190327;Sollen die doch froh sein das die überhaupt was bekommen;FALSE
1121274834577605;dann werden wir mal eine Ladung Schweine losschicken müssen.... grins;TRUE
1111407915564297;Top????????????????????;FALSE
1063675760337513;HahahahahahHAHAHAHA hahaha.;FALSE
1063745130330576;Kann nicht schreiben, kann nicht lesen, bin in NRW gewesen...;FALSE
876245755747182;Sollen erstmal unsere Fachkräfte vermitteln. Wir haben mehr wie genug.;FALSE
876248015746956;"Wenn ich hier von Christen höre dass wir an unsere Kreuzzüge denken sollen dann fällt mir fast das Essen aus dem Gesicht so eine gequirlte Scheiße auszugraben um aktuelle Taten von Muslimen zu verniedlichen geht ja wohl gar nicht 

seit den Kreuzzügen sind fast tausend Jahre vergangen in der der Westen, Europa und die Christen sich völlig verändert haben 

wogegen der Islam seit tausend Jahren keinerlei Kompromisse eingegangen ist 

der Islam ist eine durch und durch destruktive Ideologie und gehört, wie in Angola, komplett verboten!

Sollen die Muslime in den arabischen Ländern glücklich werden ... aber zu Europa passen sie seit tausend Jahren nicht 

und wenn der Islam und die Muslime sich nicht ändern gehören die auch in tausend jahren noch nicht zu Europa";FALSE
1010254625679627;Ich finde die Reden von Frau Festerling immer super.....sie sagt gerade raus was viele von uns denken ohne Angst davor zu haben wie die Medien das für ihre Zwecke wieder ausschlachten. So ist das richtig wir haben das Recht unsere Gedanken aussprechen zu dürfen! Danke für ihren Mut (y);FALSE
